ydl,pll,evaluation,date,label
124,0,不涨到18-20我是不会走的,06-07 10:46,1
158,0,$中远海控(SH601919)$利好落地今天的大涨就在所难免，,06-07 10:45,2
2597,35,海控今天60金叉突破1572。目前日线看已经放量，小级别,06-07 10:45,2
263,3,清仓完毕26万股走了赚的不多6万多,06-07 10:44,2
87,0,突破向上,06-07 10:43,1
107,0,$中远海控(SH601919)$有没有人知道什么时候分红？是还,06-07 10:43,2
96,0,清仓快跑,06-07 10:42,2
114,0,$中远海控(SH601919)$有人知道什么时候分红吗？,06-07 10:40,2
431,3,昨天如果和大盘同步，不是涨的更容易吗，主力在想什么,06-07 10:37,2
338,8,中远海控基本面没问题有耐心赚点钱还可以,06-07 10:33,2
108,0,$中远海控(SH601919)$业绩这么好，还是个熊样，装死的,06-07 10:29,2
115,0,$中远海控(SH601919)$垃圾永远都是垃圾,06-07 10:29,2
124,0,长期会新高，短期这这意思了，走了,06-07 10:28,2
228,1,快到前波高点的压力了，套牢盘比较多，上不去,06-07 10:28,2
394,3,14块的时候，有人天天含空，现在都16了，哪些含空的人,06-07 10:28,2
104,0,$中远海控(SH601919)$海能牛逼，特此感谢,06-07 10:28,2
125,0,啥会分红那位老师知道,06-07 10:27,1
1753,23,以今天资金量能，突破16是必然，若连续强势本周内突破,06-07 10:27,1
272,1,$中远海控(SH601919)$快分红了赶紧买,06-07 10:27,2
113,0,$中远海控(SH601919)$这个股哪一天分红,06-07 10:26,2
105,0,这里的山路十八弯，这里的水路九连环,06-07 10:25,2
102,0,好兆头[赞],06-07 10:24,1
113,0,$中远海控(SH601919)$冲啊，今天有衔接,06-07 10:23,1
111,0,今个出息了～草,06-07 10:23,2
107,0,$中远海控(SH601919)$加油吧少年[鼓掌],06-07 10:23,1
119,0,扬帆起航，世记航母,06-07 10:17,2
297,7,昨天大盘那么好，不涨，今天我看你咋办，大盘跌了，我,06-07 10:16,2
112,0,$中远海控(SH601919)$好不容易到来的上涨趋势被大盘拖,06-07 10:15,2
107,0,你再怎么涨也少不了ma，更何况你进了50，稳定性来说不,06-07 10:15,1
209,1,追涨又套死了,06-07 10:14,2
110,0,$中远海控(SH601919)$继续加仓，直到满仓,06-07 10:13,1
402,3,$中远海控(SH601919)$目标价到了剩下利润留给别人了,06-07 10:08,1
129,0,你NND，天天涨运费，涨场站费，坑害国内出国企业,06-07 10:04,2
111,0,涨点就想高抛低吸的，不做t会s啊？,06-07 10:02,2
294,4,航运板块大涨，这垃圾趁机出货，哈哈哈。本周14.2,06-07 10:01,2
103,0,大盘逆子跟跌不跟涨,06-07 10:00,2
427,0,中远海控6月7日快速上涨,06-07 09:59,1
127,0,$中远海控(SH601919)$垃圾每次都是拉高出货，开始跳水,06-07 09:59,2
111,0,海能上去了这垃圾就得下来！规律性了,06-07 09:59,2
110,0,关税豁免基本的概率非常高，中远海运是受益股，自然水,06-07 09:58,2
114,0,港口直接拉。你直线跌。牛,06-07 09:58,2
113,0,$中远海控(SH601919)$看了看大部分股票，多垃圾这轮反,06-07 09:57,2
279,1,做t就没错,06-07 09:57,1
131,0,$中远海控(SH601919)$狗改不了，变不成龙的！,06-07 09:56,2
115,0,股市起伏不定规律，心态决定胜负[买入][卖出]账户皆由,06-07 09:53,1
300,2,大盘涨，也不跟了，还不走，真傻,06-07 09:50,2
308,1,$中远海控(SH601919)$别一下子猛拉，拉一下就泄气，拉,06-07 09:50,1
636,0,刚入手成本21，后来每次冲高盈利都没走，19.98成本18.,06-07 09:49,2
223,1,中远海控看涨,06-07 09:48,1
354,4,16不跑的，好傻,06-07 09:47,2
492,3,后市如何，16.2左右的位置能否突破很关键,06-07 09:46,2
119,0,尾盘接,06-07 09:46,1
132,0,$中远海控(SH601919)$注定高开低走，这半年都被磨恶心,06-07 09:46,2
302,3,今天这个量还可以，终于有人来了，是金子总会发光[鼓,06-07 09:46,1
227,1,开始出货，哈哈哈,06-07 09:45,2
113,0,可以,06-07 09:44,2
132,0,哈哈哈今天要涨停了,06-07 09:43,1
139,0,$中远海控(SH601919)$主力的爹来抬轿子了，别轻易被甩,06-07 09:42,2
121,0,梭哈梭哈梭哈,06-07 09:42,1
117,0,打起手鼓唱起歌，嗨起来！,06-07 09:38,1
348,2,16.02出了5000，希望15.39接回来[主力][主力][主力],06-07 09:38,1
133,0,16块清仓。睡觉去[献花],06-07 09:38,2
101,0,拉高出货而已,06-07 09:37,2
111,0,$中远海控(SH601919)$什么时候分红，分多少,06-07 09:37,2
244,1,$中远海控(SH601919)$我做了一反T,06-07 09:36,1
112,0,冲高开始清仓不贪,06-07 09:36,2
357,1,$中远海控(SH601919)$看架势今天有可能涨停，短期目标,06-07 09:36,1
128,0,$中远海控(SH601919)$你还是那个海狗吗我想这半年好难,06-07 09:36,2
122,0,的我的都快卖光了[滴汗],06-07 09:36,2
113,0,$中远海控(SH601919)$中国中国一定强！,06-07 09:35,1
252,1,发什么神经了[捂脸],06-07 09:35,2
116,0,$中远海控(SH601919)$拨开云雾见晴天,06-07 09:34,2
108,0,高开低走15元收市,06-07 09:34,2
122,0,真的大阳啊！,06-07 09:34,1
103,0,下午翻绿,06-07 09:33,2
159,1,拉到15.8跳水,06-07 09:32,2
135,0,$中远海控(SH601919)$你永远不知道高开低走，低开高走,06-07 09:31,2
187,1,诱多，然后继续下跌,06-07 09:29,2
128,0,今天不涨点又要再等一周时间！,06-07 09:27,1
129,0,很久没见竞价前的红了，这是要涨！,06-07 09:23,1
242,1,砸盘人与增持承诺者逻辑关系......,06-07 09:20,2
197,2,估计又是当垃圾的一天,06-07 09:09,2
390,5,冲高继续出，尾盘低位买入,06-07 09:05,1
215,0,$中远海控(SH601919)$今天大盘估计会回调，海控平了昨,06-07 08:50,2
314,0,中远海控06月06日获沪股通增持1517.68万股,06-07 08:46,1
257,1,搞个回购，反复忽悠；搞个分红，半年不动；,06-07 08:45,2
620,1,"貨代老總吃了誠實豆沙包,最近上海為首的出貨潮,將大概",06-07 08:38,2
3447,57,6.7号海控:目前这种量短线没法买，趋势没得到反转中长,06-07 08:30,2
198,0,$中远海控(SH601919)$总会计师张铭文减持！你早知道分,06-07 08:24,2
231,0,中远海控：融资净买入1693.24万元，融资余额87.64亿元,06-07 08:09,1
1441,50,周二,06-07 08:01,1
359,4,小心这模样很可能回踩14,06-07 07:38,2
426,0,有个逻辑，不仅韭菜气愤管理层，大资金也气愤管理层，,06-07 07:36,2
184,0,新城控股要回购，出去了投资房地产,06-07 07:17,2
277,1,$中远海控(SH601919)$分红多少钱其实不是问题的关键！,06-07 07:08,2
292,1,中远海控：分红多少钱其实不是问题的关键！关键是分红,06-07 07:00,2
8741,104,【2022.6.7】昨天大盘成交1.1万亿，这是场外资金入场,06-07 06:44,1
242,0,$中远海控(SH601919)$神奇的数字，出水显芙蓉⋯,06-07 06:39,2
879,3,《6月7日》中远海控外资买买买,06-07 04:09,1
259,0,转发,06-07 00:29,1
573,2,$中远海控(SH601919)$有没有对财务报表熟悉的人？看看,06-07 00:14,2
167,0,$中远海控(SH601919)$搞起,06-06 23:55,1
515,4,$中远海控(SH601919)$离开海控的第九天，在外面吃了十,06-06 23:22,2
168,0,别人都不看好，那我就看好[呲牙],06-06 23:15,1
139,0,这个真垃圾,06-06 23:04,2
411,1,外面到处涨停，随便闭着眼瞎买都在5个点左右。。。我,06-06 22:58,1
614,1,再见吧，中远海控,06-06 22:47,2
178,0,$中远海控(SH601919)$又到上轨反弹结束喽！,06-06 22:43,2
510,4,$中远海控(SH601919)$感觉股吧里有一个股民真的被逼疯,06-06 22:37,2
425,2,我持平不亏钱就把它抛了，再也不买中海远控这垃圾股。,06-06 22:16,2
170,0,中海远控别看它去年赚钱多，其实就是一垃圾股，主力都,06-06 22:14,2
361,3,明天跟着大盘跌回15元之下,06-06 21:53,2
974,7,$中远海控(SH601919)$连续五个交易日机构都在出逃资金,06-06 21:49,2
520,5,$中远海控(SH601919)$明天涨停，我疯了，不要喷我哈！,06-06 21:05,1
372,2,$中远海控(SH601919)$感觉要大跌了，，这几天大盘好，,06-06 20:48,2
226,0,$中远海控(SH601919)$目前这只股都是向往星辰大海被洗,06-06 20:42,2
190,0,$中远海控(SH601919)$这是个害人精／那个王七它哥把老,06-06 20:20,2
481,5,$中远海控(SH601919)$这票我完全看不懂，那也比拿着第,06-06 20:02,2
482,2,站稳六十日线还有新高。,06-06 19:49,1
327,1,$中远海控(SH601919)$一样人人厌恶,06-06 19:07,2
438,2,$中远海控(SH601919)$公司有钱了，千万不要大脑发热到,06-06 18:55,1
317,1,中远海控，还没有5元的股票涨的多。,06-06 18:52,2
518,3,$中远海控(SH601919)$美国计划减免部分中国商品的关税,06-06 18:26,2
190,0,$中远海控(SH601919)$想赚钱，大跌才有机会。,06-06 18:05,2
431,3,$中远海控(SH601919)$快跌一年了，当年68跌到3块，估,06-06 17:18,2
598,5,我现在不看好海控,06-06 17:17,2
4739,5,高层释放信号，万亿板块爆发！,06-06 17:11,1
490,1,明天请再长一两毛，多点当然也不嫌弃！,06-06 16:42,2
185,0,今天出了半仓，等待回调再买入。,06-06 16:38,1
513,2,$中远海控(SH601919)$我说买中远海控的都是韭菜，大家,06-06 16:36,2
460,3,$中远海控(SH601919)$没啥人气，跌了一年了，还想怎么,06-06 16:24,2
1723,18,图一上个帖子讲的。图二是它30分一个横盘走势行成一个,06-06 16:07,2
864,16,$中远海控(SH601919)$明天海控补涨一定要来个涨停啊[,06-06 15:49,1
809,8,人生难得几回博，此时不博待何时？千金难买牛回头，中,06-06 15:46,2
483,2,如果明天我能解套就走人15.88,06-06 15:39,1
269,1,咬定中远看死活,06-06 15:34,2
780,0,6.6 大盘站稳3200，会延续还是反弹到此为止？,06-06 15:32,2
518,7,明天涨3毛钱我就跑，我不贪心，16500持股，我就是不想,06-06 15:27,2
551,4,还有90万元左右的海控，成本在17左右。不知道什么时候,06-06 15:24,2
332,1,$中远海控(SH601919)$总感觉没人看的上他,06-06 15:23,1
465,3,只要不放量，咱就不跟进！,06-06 15:15,1
524,1,磨到这种程度，现在涨点就知足。。。,06-06 15:11,2
183,0,$中远海控(SH601919)$早上的机会，跑步进场,06-06 15:10,2
791,4,中遠可否複製一下2020年底的金龍魚走勢，或是2022的中,06-06 15:06,1
224,0,10日綫跟60日綫金叉今天竟然出現了,06-06 15:03,1
509,3,$中远海控(SH601919)$我们要抢筹码，跟海控决斗！,06-06 14:49,2
560,3,我己归入搞笑板块！以便关注！,06-06 14:46,2
192,0,$中远海控(SH601919)$不分红，股价一定要涨，否则无法,06-06 14:46,1
209,0,$中远海控(SH601919)$赚了一百万,06-06 14:44,1
1318,53,感觉要走强了，买入看看明天有没有中大阳线。,06-06 14:44,1
389,2,真找不到几家比这更废的,06-06 14:41,2
342,2,$中远海控(SH601919)$请问一下这股什么时候分红啊？,06-06 14:34,2
423,4,$中远海控(SH601919)$我想问下大家的成本现在是多少了,06-06 14:32,2
176,0,准备割了，什么垃圾股,06-06 14:29,2
151,0,弱鸡,06-06 14:29,2
401,2,$中远海控(SH601919)$坐稳了，14:30,06-06 14:28,1
154,0,$中远海控(SH601919)$不整馒头争口气，我们要争取自己,06-06 14:27,2
454,1,大盘股，拿长线，短线不行[鼓掌],06-06 14:27,1
171,0,$中远海控(SH601919)$四月至十月是海运旺季，大家都不,06-06 14:25,1
225,0,北向流入100多亿，中远海控看来没有主力欣赏，还流出2,06-06 14:17,2
180,0,$中远海控(SH601919)$上面一堆大单压着，丢,06-06 14:17,2
276,2,都上热搜啦，厉害！凭什么欺负中小股民？,06-06 14:14,1
147,0,$中远海控(SH601919)$葛朗台！葛朗台！葛朗台！,06-06 14:14,1
185,0,盘中看海狗，涨了4分.到了15.40，估计大盘应该有1个多,06-06 14:13,2
168,0,拉起来啊，大盘都这样了,06-06 14:11,2
160,0,第一,06-06 14:04,1
175,0,$中远海控(SH601919)$这货还是板块第二,06-06 13:59,2
197,0,$中远海控(SH601919)$光伏才是热点，光伏才是未来,06-06 13:58,1
201,0,以回购的名字，拿三十亿操纵股价，想涨？不要天真。,06-06 13:57,2
180,0,$中远海控(SH601919)$该涨停了,06-06 13:55,1
231,0,$中远海控(SH601919)$在一个月就半年报．海控又几百亿,06-06 13:54,2
467,2,$中远海控(SH601919)$都上热搜啦，厉害！凭什么欺负中,06-06 13:53,1
153,0,凭什么欺负中小股民,06-06 13:51,2
180,0,$中远海控(SH601919)$220,06-06 13:50,1
163,0,$中远海控(SH601919)$万绿毛,06-06 13:44,2
169,0,$中远海控(SH601919)$你可真得是，除权跟瀑布一样,06-06 13:43,2
168,0,$中远海控(SH601919)$得罪了机构还想别人给你钱？,06-06 13:41,2
145,0,2.23倍市盈率还是垃圾,06-06 13:41,2
143,0,葛朗台！葛朗台！葛朗台！,06-06 13:39,1
343,1,$中远海控(SH601919)$废物就是废物,06-06 13:39,2
131,0,$中远海控(SH601919)$葛朗台！葛朗台！葛朗台！,06-06 13:38,1
367,2,明天大盘调整，刺激，海控跌停,06-06 13:34,2
146,0,哎,06-06 13:33,2
158,0,$中远海控(SH601919)$我要开我的劳斯莱斯去把郭华伟的,06-06 13:33,2
179,0,$中远海控(SH601919)$回购授权成了配合庄家钓散户的饵,06-06 13:32,2
144,0,$中远海控(SH601919)$烂泥扶不上墙,06-06 13:32,2
243,2,抄家伙上啊！,06-06 13:31,1
159,0,这是要绿啊,06-06 13:30,2
149,0,$中远海控(SH601919)$垃圾吧,06-06 13:29,2
287,2,改名改名改名啦,06-06 13:25,2
156,0,太垃圾了。,06-06 13:25,2
409,2,哈哈怕，笑死我，明天14.5随便买，后天13+,06-06 13:25,2
167,0,$中远海控(SH601919)$啥都涨就你不涨,06-06 13:22,2
150,0,xb,06-06 13:22,2
158,0,咂咂咂,06-06 13:21,2
563,8,快点分红！！分完立马走人[怒][怒][怒],06-06 13:21,2
163,0,垃圾中的垫底,06-06 13:19,2
161,0,只要涨几分就有大单砸,06-06 13:16,2
165,0,完美错过这轮反弹,06-06 13:15,1
572,18,$中远海控(SH601919)$大盘这么好，我买的股却都半死不,06-06 13:11,2
151,0,散户拉起来，主力又可以出货了,06-06 13:10,2
160,0,$中远海控(SH601919)$我的个天啦！你今天怎么没跌？刚,06-06 13:10,2
158,0,$中远海控(SH601919)$买大盘指数也比这个好[笑哭],06-06 13:07,2
275,1,15.44 出来了，t了 1毛4,06-06 13:05,2
148,0,大毛线,06-06 13:04,2
141,0,19.3拿八九个月了，万毛上任就不行,06-06 13:04,2
370,1,东方海外能发给母公司多少钱啊？,06-06 12:53,2
257,1,公司把钱分给了少数员工作为激励，把股民不当人，把股,06-06 12:48,2
257,1,最错就是买到你这个啦叽被套,06-06 12:43,2
164,0,$中远海控(SH601919)$今天腚沟让大家减仓！！真无语了,06-06 12:33,2
177,0,海能都11块多了[滴汗],06-06 12:32,2
422,1,$中远海控(SH601919)$上次的股东大会，分红预案应该没,06-06 12:31,1
1230,2,$中远海控(SH601919)$上午中远海控大涨0.92%,06-06 12:27,1
187,0,海控首季净利325.5亿同比增长183%公司现市值股值同21,06-06 12:21,2
189,0,海控首季净利325.5亿同比增长183%，股值和市值同21年7,06-06 12:17,2
165,0,$中远海控(SH601919)$海能，轮船主力都是买入的，只有,06-06 11:58,1
263,2,不知道咱们万总家多少宾利,06-06 11:42,1
253,2,$中远海控(SH601919)$韭菜继续做梦吧，大盘暴涨都救不,06-06 11:38,2
462,0,翻翻旧账 《中远海控未来三年（2020年-2022年）股东分,06-06 11:35,1
346,2,$中远海控(SH601919)$费半天劲也涨不了一个点，唉，割,06-06 11:31,2
159,0,$中远海控(SH601919)$好多评论都被吞了，算了不说了，,06-06 11:29,2
305,1,外贸一塌糊涂，海运又要进入下降通道，恶性竞争,06-06 11:29,2
349,1,这股最大的问题应该是散户太多了吧,06-06 11:24,2
129,0,下午继续给猪力 焊接 带绿帽子 点赞顶起来,06-06 11:23,2
386,1,言而无信的结果,06-06 11:22,2
321,6,我持仓的股票中海控人气排第一，涨幅倒第一，谁能告诉,06-06 11:20,2
516,3,$中远海控(SH601919)$垃圾股，大盘再涨，估计下午又会,06-06 11:19,2
137,0,$中远海控(SH601919)$为什么不让发,06-06 11:19,2
126,0,$中远海控(SH601919)$分红又少、股价又不涨、你数据做,06-06 11:16,1
135,0,$中远海控(SH601919)$直接吃点45,06-06 11:16,2
649,3,海控的庄家是下一盘大棋,06-06 11:15,1
130,0,$中远海控(SH601919)$老美取消关税那不是利好吗,06-06 11:15,1
120,0,$中远海控(SH601919)$老美取消关税那不是利好吗,06-06 11:15,1
188,0,$中远海控(SH601919)$财报显示，今年第一季度，达飞实,06-06 11:13,1
238,0,买了你错过了四个涨停,06-06 11:11,1
122,0,怒涨一分，小跌5毛,06-06 11:06,2
430,3,达飞一季度净利72亿美元，是去年同期3.4倍！,06-06 11:05,1
133,0,$中远海控(SH601919)$信不信会下来,06-06 11:05,2
124,0,海控涨了几毛钱，那个骑牛的和那个打狙击手枪的又冒出,06-06 11:04,2
241,1,无为万绿龟，无能董秘，中远海控，终究无力,06-06 10:58,2
122,0,收盘继续绿油油，不知道散户在高兴什么,06-06 10:54,2
127,0,什么时候除权,06-06 10:53,2
140,0,大股东看不下去又出手了[大笑],06-06 10:48,2
125,0,唱空吧，10几元股，分得不少了。老股东早赚够了。,06-06 10:45,2
226,2,诱多出货而已,06-06 10:45,2
341,1,$中远海控(SH601919)$卖了就涨，真缺我这点啊,06-06 10:45,2
